Wco, Sigma_SFR, high-z, merger
       537.27073       1.0561208      1.00000      0.00000
       109.07865      0.38269521      1.00000      0.00000
       233.07837      0.59347265      1.00000      0.00000
       174.84232      0.54228016      1.00000      0.00000
       50.143330      0.54823376      1.00000      0.00000
       662.16463       1.5067924      1.00000      0.00000
       48.531948      0.28073866      1.00000      0.00000
       924.84141       5.9189851      1.00000      0.00000
       161.39292      0.70582498      1.00000      0.00000
       2030.0375       5.2780976      1.00000      0.00000
       123.83322      0.57638733      1.00000      0.00000
       572.04932       1.1259658      1.00000      0.00000
       1228.0474       2.7999481      1.00000      0.00000
       77.556569      0.36872610      1.00000      0.00000
       221.59020      0.68072510      1.00000      0.00000
       1584.3853       4.5630295      1.00000      0.00000
       302.52592      0.42090562      1.00000      0.00000
       1076.9424       14.036964      1.00000      1.00000
       8932.1650       141.77782      1.00000      1.00000
       1126.1744       21.463560      1.00000      1.00000
       27901.237       352.49873      1.00000      1.00000
       984.65876       8.8051219      1.00000      1.00000
       1380.4255       20.625182      1.00000      1.00000
       2369.6402       23.696402      1.00000      1.00000
       3978.8734       40.425354      1.00000      1.00000
       6631.4555       48.962245      1.00000      1.00000
       49735.916       559.03171      1.00000      1.00000
       683.00599       2.3948807      1.00000      0.00000
       537.97635       3.7873535      1.00000      0.00000
       390.54973       2.8782334      1.00000      0.00000
       590.99780       3.6350204      1.00000      0.00000
       497.63385       9.9311600      0.00000      1.00000
       1435.1918       11.939882      0.00000      1.00000
       88.493227      0.65614527      0.00000      1.00000
       1016.0383       7.1944897      0.00000      1.00000
       90.554497      0.15031419      0.00000      1.00000
       103.97046      0.36057865      0.00000      1.00000
       1166.5679       35.237091      0.00000      1.00000
       99.291022      0.68706844      0.00000      1.00000
       150.28303       3.9536662      0.00000      1.00000
       164.78205       5.7147867      0.00000      1.00000
       88.493227      0.44360866      0.00000      1.00000
       736.05453       17.258378      0.00000      1.00000
       3952.8470       24.378106      0.00000      1.00000
       299.85419       2.7352688      0.00000      1.00000
       150.28303      0.99302916      0.00000      1.00000
       176.56723      0.73620710      0.00000      1.00000
       42.355516     0.097050994      0.00000      1.00000
       42.355516      0.45394162      0.00000      1.00000
       39.528470      0.37757218      0.00000      1.00000
       68.692610     0.044360860      0.00000      1.00000
       164.78205       1.1401448      0.00000      1.00000
       2863.5838       42.364294      0.00000      1.00000
       40.449206      0.28641781      0.00000      1.00000
       90.554497      0.47533521      0.00000      1.00000
       53.322438      0.82596187      0.00000      1.00000
       25.521721      0.22233099      0.00000      1.00000
       2798.4008       143.54896      0.00000      1.00000
       1981.1167       19.815273      0.00000      1.00000
       1435.1918       26.730067      0.00000      1.00000
       64.107678      0.30690219      0.00000      1.00000
       119.37408       1.1938781      0.00000      1.00000
       12791.169       545.75785      0.00000      1.00000
       57.136018       1.7258379      0.00000      1.00000
       2734.7014       58.479003      0.00000      1.00000
       22228.492       736.20727      0.00000      1.00000
       1765.6723       33.651153      0.00000      1.00000
       1.3295281   0.00042364306      0.00000      0.00000
       2.9764424    0.0019364217      0.00000      0.00000
       2.3642724    0.0037757211      0.00000      0.00000
       2.4193434   0.00082603805      0.00000      0.00000
       2.2578627    0.0020749131      0.00000      0.00000
       1.5620593    0.0036057858      0.00000      0.00000
       5.9387843     0.090573264      0.00000      0.00000
       2.2578627    0.0068706827      0.00000      0.00000
       2.1071600    0.0040457600      0.00000      0.00000
       2.5923733   0.00058479003      0.00000      0.00000
       2.0123222    0.0027989815      0.00000      0.00000
       2.6527574     0.012502590      0.00000      0.00000
       1.9665162    0.0018071740      0.00000      0.00000
       3.8344007     0.041399966      0.00000      0.00000
       1.7934840    0.0015739830      0.00000      0.00000
       2.3642724    0.0016106457      0.00000      0.00000
       2.1071600    0.0019815267      0.00000      0.00000
       4.6099641    0.0070307213      0.00000      0.00000
       4.0151103     0.010641429      0.00000      0.00000
       2.7145480    0.0055847017      0.00000      0.00000
       3.1893153    0.0029991625      0.00000      0.00000
       3.1893153    0.0062661377      0.00000      0.00000
       4.4024817    0.0044360872      0.00000      0.00000
       3.7471192    0.0030690219      0.00000      0.00000
       3.6618244    0.0046451533      0.00000      0.00000
       6.8186358     0.011402499      0.00000      0.00000
       1.0806809    0.0024945952      0.00000      0.00000
       2.9086904    0.0077090362      0.00000      0.00000
       3.7471192     0.016865530      0.00000      0.00000
       4.5050286     0.010399201      0.00000      0.00000
       3.8344007    0.0048640725      0.00000      0.00000
       1.1849431   0.00075335573      0.00000      0.00000
       3.3396238   0.00090573264      0.00000      0.00000
       3.4174136    0.0035237082      0.00000      0.00000
       2.7145480    0.0059841153      0.00000      0.00000
       2.8424805    0.0023823200      0.00000      0.00000
       1.3604967    0.0017258378      0.00000      0.00000
       9.1980865    0.0067142870      0.00000      0.00000
       1.1316120   0.00094841846      0.00000      0.00000
       1.8780082    0.0015739830      0.00000      0.00000
       1.7934840    0.0027352690      0.00000      0.00000
       1.4917551    0.0044360872      0.00000      0.00000
       3.0457726    0.0034434988      0.00000      0.00000
       3.1893153    0.0059841153      0.00000      0.00000
       3.4970153    0.0049773712      0.00000      0.00000
