   689.8      0.2656E-02
   684.4      0.1408E-02
   679.0      0.1014E-02
   673.6      0.3459E-02
   668.2      0.3348E-02
   662.8      0.4940E-02
   657.4      0.2560E-02
   652.0      0.4673E-02
   646.6      0.9109E-04
   641.2      0.1472E-02
   635.7     -0.3744E-03
   630.3     -0.1345E-02
   624.9      0.1623E-03
   619.5      0.7063E-03
   614.1     -0.2050E-02
   608.7      0.1000E-19
   603.3     -0.1733E-02
   597.9     -0.2869E-03
   592.5      0.8434E-03
   587.0      0.2838E-02
   581.6      0.3315E-02
   576.2      0.3169E-02
   570.8      0.3612E-02
   565.4      0.1741E-03
   560.0      0.2122E-02
   554.6      0.2915E-02
   549.2      0.6934E-03
   543.8     -0.6805E-04
   538.4      0.6542E-02
   532.9      0.3608E-02
   527.5      0.2239E-02
   522.1     -0.5021E-03
   516.7      0.4656E-02
   511.3      0.1081E-01
   505.9      0.5500E-02
   500.5      0.2628E-02
   495.1      0.1867E-02
   489.7     -0.1741E-02
   484.2     -0.2254E-02
   478.8      0.4076E-02
   473.4      0.1426E-02
   468.0      0.7438E-03
   462.6     -0.6349E-03
   457.2      0.2666E-02
   451.8      0.8160E-03
   446.4      0.2175E-02
   441.0      0.5625E-04
   435.6     -0.1816E-02
   430.1      0.2642E-02
   424.7      0.7775E-03
   419.3      0.5057E-02
   413.9      0.9373E-03
   408.5      0.5469E-02
   403.1     -0.8369E-03
   397.7      0.1893E-02
   392.3      0.3405E-02
   386.9      0.1679E-02
   381.4      0.1614E-03
   376.0     -0.9469E-03
   370.6     -0.9399E-03
   365.2      0.1813E-02
   359.8      0.1150E-02
   354.4      0.3135E-02
   349.0      0.3245E-02
   343.6      0.2564E-02
   338.2      0.5823E-02
   332.8      0.3847E-02
   327.3      0.4811E-02
   321.9      0.7964E-02
   316.5      0.4052E-02
   311.1      0.4718E-02
   305.7      0.3499E-02
   300.3     -0.3218E-03
   294.9      0.1291E-02
   289.5      0.2855E-02
   284.1      0.2371E-02
   278.6      0.5983E-02
   273.2      0.9682E-02
   267.8      0.4695E-02
   262.4      0.2449E-02
   257.0     -0.9329E-03
   251.6      0.1074E-02
   246.2      0.5800E-02
   240.8      0.4675E-02
   235.4      0.1000E-19
   229.9      0.1000E-19
   224.5      0.7230E-02
   219.1      0.2879E-02
   213.7      0.4866E-02
   208.3      0.2211E-02
   202.9      0.4884E-02
   197.5      0.3618E-02
   192.1      0.4483E-02
   186.7      0.3559E-02
   181.3      0.3247E-02
   175.8      0.6642E-02
   170.4      0.5152E-02
   165.0      0.3787E-03
   159.6      0.1305E-02
   154.2      0.3162E-02
   148.8      0.2169E-02
   143.4      0.2977E-02
   138.0      0.9761E-02
   132.6      0.3203E-02
   127.1      0.1000E-19
   121.7     -0.1680E-03
   116.3      0.4991E-02
   110.9      0.1063E-01
   105.5      0.8847E-02
   100.1      0.6775E-02
   94.69      0.1302E-01
   89.27      0.1264E-01
   83.86      0.1365E-01
   78.45      0.1764E-01
   73.04      0.1623E-01
   67.63      0.1492E-01
   62.22      0.1584E-01
   56.81      0.9422E-02
   51.40      0.1904E-01
   45.99      0.2079E-01
   40.58      0.1653E-01
   35.17      0.1707E-01
   29.76      0.1515E-01
   24.35      0.1000E-19
   18.94      0.1329E-01
   13.53      0.1102E-01
   8.116      0.1392E-01
   2.705      0.1653E-01
  -2.705      0.1099E-01
  -8.116      0.1027E-01
  -13.53      0.1018E-01
  -18.94      0.1143E-01
  -24.35      0.8904E-02
  -29.76      0.7562E-02
  -35.17      0.8563E-02
  -40.58      0.6653E-02
  -45.99      0.4726E-02
  -51.40      0.2189E-02
  -56.81     -0.1542E-02
  -62.22      0.2027E-02
  -67.63      0.9532E-03
  -73.04      0.5408E-02
  -78.45      0.6077E-02
  -83.86      0.4138E-02
  -89.27     -0.3272E-02
  -94.69     -0.2938E-02
  -100.1     -0.1409E-02
  -105.5     -0.2780E-02
  -110.9     -0.6444E-03
  -116.3      0.3962E-02
  -121.7      0.4228E-02
  -127.1     -0.8296E-03
  -132.6      0.1491E-02
  -138.0      0.2658E-03
  -143.4      0.4954E-02
  -148.8      0.2387E-02
  -154.2      0.1247E-02
  -159.6     -0.3072E-02
  -165.0      0.5548E-02
  -170.4      0.1907E-02
  -175.8     -0.3206E-02
  -181.3      0.3455E-02
  -186.7      0.3741E-02
  -192.1      0.2878E-02
  -197.5     -0.2561E-02
  -202.9      0.1122E-02
  -208.3      0.1340E-02
  -213.7      0.1782E-02
  -219.1     -0.1880E-02
  -224.5      0.3022E-03
  -229.9      0.6544E-02
  -235.4      0.7833E-02
  -240.8      0.1480E-02
  -246.2      0.5067E-02
  -251.6     -0.8827E-03
  -257.0      0.2336E-02
  -262.4      0.1950E-03
  -267.8      0.2898E-02
  -273.2      0.6675E-03
  -278.6      0.4388E-02
  -284.1      0.3233E-02
  -289.5      0.6503E-05
  -294.9     -0.2810E-03
  -300.3      0.9108E-03
  -305.7      0.3748E-04
  -311.1     -0.7600E-03
  -316.5      0.5283E-03
  -321.9      0.3530E-02
  -327.3      0.5074E-02
  -332.8      0.3217E-02
  -338.2     -0.1481E-02
  -343.6      0.1430E-02
  -349.0      0.4274E-02
  -354.4     -0.1962E-03
  -359.8      0.1229E-02
  -365.2      0.4296E-02
  -370.6     -0.2122E-03
  -376.0      0.7339E-03
  -381.4      0.3523E-02
  -386.9      0.3830E-02
  -392.3      0.1874E-02
  -397.7      0.3032E-02
  -403.1      0.9821E-03
  -408.5      0.1021E-02
  -413.9      0.8483E-03
  -419.3      0.1167E-02
  -424.7      0.3573E-02
  -430.1      0.4806E-03
  -435.6     -0.8402E-03
  -441.0      0.2450E-03
  -446.4      0.2717E-02
  -451.8     -0.9297E-03
  -457.2      0.9821E-03
  -462.6      0.1895E-02
  -468.0      0.2101E-02
  -473.4      0.1473E-03
  -478.8     -0.4968E-03
  -484.2     -0.2732E-02
  -489.7     -0.4124E-02
  -495.1      0.1544E-02
  -500.5      0.1042E-02
  -505.9     -0.1506E-02
  -511.3     -0.5751E-03
  -516.7      0.2086E-02
  -522.1     -0.3794E-03
  -527.5      0.4517E-03
  -532.9      0.6139E-03
  -538.4      0.2057E-02
  -543.8     -0.3154E-02
  -549.2      0.4043E-02
  -554.6      0.7593E-02
  -560.0      0.7873E-03
  -565.4      0.2966E-02
  -570.8      0.8172E-03
  -576.2     -0.8481E-04
  -581.6      0.4321E-02
  -587.0      0.1000E-19
  -592.5      0.6667E-02
  -597.9      0.1042E-03
  -603.3      0.2227E-03
  -608.7     -0.1456E-02
  -614.1     -0.2643E-02
  -619.5     -0.2356E-02
  -624.9     -0.1143E-02
  -630.3     -0.1868E-02
  -635.7     -0.2738E-02
  -641.2      0.1851E-02
  -646.6      0.2644E-02
  -652.0      0.5911E-03
  -657.4      0.5756E-02
  -662.8      0.4517E-02
  -668.2     -0.4541E-02
  -673.6      0.9563E-03
  -679.0      0.1120E-02
  -684.4      0.5673E-04
  -689.8     -0.3354E-02
